name,lon_lat,coor_type,category,city
دحل ابو حرملة,"[[47.592301, 26.486642]]",POINT,أسماء ثانوية,sharqia
دحل ابو حصاة,"[[45.994327, 26.980963]]",POINT,أسماء ثانوية,sharqia
دحل ابو حيشة,"[[47.801042, 26.07487]]",POINT,أسماء ثانوية,sharqia
دحل ابو خرجين,"[[47.354722, 26.72317]]",POINT,أسماء ثانوية,sharqia
دحل ابو خرجين,"[[47.351804, 26.723642]]",POINT,أسماء ثانوية,sharqia
دحل ابو رضام,"[[45.696838, 27.679667]]",POINT,أسماء ثانوية,sharqia
دحل ابو رفوف,"[[45.888906, 27.124493]]",POINT,أسماء ثانوية,sharqia
دحل ابو سخيل الجنوبي,"[[47.110791, 27.467859]]",POINT,أسماء ثانوية,sharqia
دحل ابو سخيل الشمالي,"[[47.101564, 27.49438]]",POINT,أسماء ثانوية,sharqia
دحل ابو سدرتين,"[[45.869315, 27.040551]]",POINT,أسماء ثانوية,sharqia
دحل ابو سديرة,"[[47.321398, 26.480119]]",POINT,أسماء ثانوية,sharqia
دحل ابو سريويلات,"[[47.621248, 26.496105]]",POINT,أسماء ثانوية,sharqia
دحل ابو شبك,"[[45.985487, 26.951866]]",POINT,أسماء ثانوية,sharqia
دحل ابو صالات,"[[45.8588, 27.09456]]",POINT,أسماء ثانوية,sharqia
دحل ابو طوطاحة,"[[47.302623, 26.748555]]",POINT,أسماء ثانوية,sharqia
دحل ابو غراب,"[[45.891802, 27.105997]]",POINT,أسماء ثانوية,sharqia
دحل ابو قرون,"[[45.995936, 27.203779]]",POINT,أسماء ثانوية,sharqia
دحل ابو مروة,"[[47.222071, 26.449134]]",POINT,أسماء ثانوية,sharqia
دحل ابو نخلة,"[[45.822194, 27.305939]]",POINT,أسماء ثانوية,sharqia
دحل البراعصه,"[[45.91193, 26.99122]]",POINT,أسماء ثانوية,sharqia
دحل البرجسي,"[[45.708704, 27.651837]]",POINT,أسماء ثانوية,sharqia
دحل التشت,"[[47.2646, 26.726003]]",POINT,أسماء ثانوية,sharqia
دحل السبسب,"[[48.387609, 26.346717]]",POINT,أسماء ثانوية,sharqia
دحل الضباع,"[[47.426391, 26.3241]]",POINT,أسماء ثانوية,sharqia
دحل العجاجي,"[[47.002602, 27.142582]]",POINT,أسماء ثانوية,sharqia
دحل العريض,"[[45.886223, 27.02862]]",POINT,أسماء ثانوية,sharqia
دحل العيطلي,"[[47.088261, 26.548698]]",POINT,أسماء ثانوية,sharqia
دحل الغبي,"[[48.651581, 25.012951]]",POINT,أسماء ثانوية,sharqia
دحل الفرى,"[[47.094162, 26.788487]]",POINT,أسماء ثانوية,sharqia
دحل المطار,"[[47.762225, 26.112077]]",POINT,أسماء ثانوية,sharqia
دحل الملازم,"[[47.59964, 26.275048]]",POINT,أسماء ثانوية,sharqia
دحل النضو,"[[47.34468, 26.732783]]",POINT,أسماء ثانوية,sharqia
دحل الهدسي,"[[47.855737, 25.951917]]",POINT,أسماء ثانوية,sharqia
دحل الهشامي,"[[47.282817, 26.435444]]",POINT,أسماء ثانوية,sharqia
دحل ام السروج,"[[47.454371, 26.392593]]",POINT,أسماء ثانوية,sharqia
دحل ام قص,"[[45.907252, 27.241395]]",POINT,أسماء ثانوية,sharqia
دحل ام مسانية,"[[47.781515, 26.075363]]",POINT,أسماء ثانوية,sharqia
دحل ام وركين,"[[47.075043, 26.785741]]",POINT,أسماء ثانوية,sharqia
دحل برقية,"[[46.043787, 27.067072]]",POINT,أسماء ثانوية,sharqia
دحل برقيه,"[[47.747333, 26.120081]]",POINT,أسماء ثانوية,sharqia
دحل جابر,"[[45.992868, 26.970642]]",POINT,أسماء ثانوية,sharqia
دحل جديد,"[[47.346611, 26.525695]]",POINT,أسماء ثانوية,sharqia
دحل خربقاء,"[[47.581551, 26.5396]]",POINT,أسماء ثانوية,sharqia
دحل خريقة أم رقيبة,"[[45.623624, 27.073574]]",POINT,أسماء ثانوية,sharqia
دحل دكاكة فيصل,"[[45.81758, 27.179446]]",POINT,أسماء ثانوية,sharqia
دحل رقاص,"[[45.703683, 27.285511]]",POINT,أسماء ثانوية,sharqia
دحل ساقية,"[[45.879529, 27.127047]]",POINT,أسماء ثانوية,sharqia
دحل شوحان,"[[47.158513, 26.741753]]",POINT,أسماء ثانوية,sharqia
دحل شوية,"[[47.257991, 26.406391]]",POINT,أسماء ثانوية,sharqia
دحل طليحان,"[[46.044431, 26.913242]]",POINT,أسماء ثانوية,sharqia
دحل طيب الاسم,"[[48.716469, 24.631691]]",POINT,أسماء ثانوية,sharqia
دحل عزارة,"[[45.852771, 27.366557]]",POINT,أسماء ثانوية,sharqia
دحل مارود,"[[45.96096, 26.953261]]",POINT,أسماء ثانوية,sharqia
دحل مبهل,"[[47.376695, 26.604145]]",POINT,أسماء ثانوية,sharqia
دحل مبهل,"[[47.539129, 26.673067]]",POINT,أسماء ثانوية,sharqia
دحل هديبان,"[[45.761211, 27.2135]]",POINT,أسماء ثانوية,sharqia
دحل هديبان,"[[45.785651, 27.592936]]",POINT,أسماء ثانوية,sharqia
دحول خرقاء,"[[47.778146, 26.088688]]",POINT,أسماء ثانوية,sharqia
حشة اللصاف,"[[49.583638, 26.349227]]",POINT,أسماء ثانوية,sharqia
حقنة ابن غشام,"[[50.382013, 19.180326]]",POINT,أسماء ثانوية,sharqia
حقنة برعص,"[[52.583742, 19.789381]]",POINT,أسماء ثانوية,sharqia
حلي الجودي,"[[48.936238, 25.829523]]",POINT,أسماء ثانوية,sharqia
حمر الصفيات,"[[47.679827, 26.885111]]",POINT,أسماء ثانوية,sharqia
حمر المثلوث,"[[47.960064, 26.989975]]",POINT,أسماء ثانوية,sharqia
حمر ام خرق,"[[47.232456, 26.81428]]",POINT,أسماء ثانوية,sharqia
حمر مثلوث,"[[47.930689, 26.982872]]",POINT,أسماء ثانوية,sharqia
حمراء جوده,"[[48.776379, 25.915353]]",POINT,أسماء ثانوية,sharqia
حمراء شوحان,"[[47.135983, 26.734886]]",POINT,أسماء ثانوية,sharqia
حمراء صفيه,"[[47.315197, 27.013171]]",POINT,أسماء ثانوية,sharqia
حمرة الفوارة,"[[53.070231, 20.915136]]",POINT,أسماء ثانوية,sharqia
حمرور الخرماء,"[[49.58926, 24.743593]]",POINT,أسماء ثانوية,sharqia
حمرور الخرماء,"[[49.574282, 25.214138]]",POINT,أسماء ثانوية,sharqia
حمض الحزيم,"[[48.291113, 28.509371]]",POINT,أسماء ثانوية,sharqia
حمض ركبة,"[[48.293881, 27.954755]]",POINT,أسماء ثانوية,sharqia
حميضة القطع,"[[47.310326, 28.335242]]",POINT,أسماء ثانوية,sharqia
حوائر ابن مشعان,"[[49.13955, 24.046519]]",POINT,أسماء ثانوية,sharqia
حوائر الأخوان,"[[49.049127, 23.973541]]",POINT,أسماء ثانوية,sharqia
حوائر الخصيات,"[[48.570299, 23.786559]]",POINT,أسماء ثانوية,sharqia
حوائر الدحول,"[[48.705547, 24.700398]]",POINT,أسماء ثانوية,sharqia
حوائر الرمليات,"[[48.868732, 24.718723]]",POINT,أسماء ثانوية,sharqia
حوائر الزقرت,"[[49.235916, 23.594577]]",POINT,أسماء ثانوية,sharqia
حوائر العجروش,"[[48.966236, 24.602165]]",POINT,أسماء ثانوية,sharqia
حوائر المجدر,"[[48.53822, 24.451876]]",POINT,أسماء ثانوية,sharqia
حوائر المليح,"[[48.962975, 24.181767]]",POINT,أسماء ثانوية,sharqia
حوائر النهيدين,"[[48.595061, 23.814669]]",POINT,أسماء ثانوية,sharqia
حوائر النهيدين,"[[48.841438, 23.640862]]",POINT,أسماء ثانوية,sharqia
حوائر الوعيبل,"[[48.567574, 23.852391]]",POINT,أسماء ثانوية,sharqia
حوائر حصوان,"[[48.881907, 23.770702]]",POINT,أسماء ثانوية,sharqia
حوائر عبلان,"[[49.213665, 24.029396]]",POINT,أسماء ثانوية,sharqia
حوائر قمعة,"[[48.705311, 24.510627]]",POINT,أسماء ثانوية,sharqia
حوائر مسعدة,"[[48.923149, 24.087009]]",POINT,أسماء ثانوية,sharqia
حوايا ابو مصران,"[[48.734064, 20.785017]]",POINT,أسماء ثانوية,sharqia
حواير ابن زملة,"[[48.573818, 23.731284]]",POINT,أسماء ثانوية,sharqia
حبل الصداوي,"[[46.788583, 28.147917]]",POINT,أسماء ثانوية,sharqia
حتيفة الزقع,"[[45.66242, 27.8197]]",POINT,أسماء ثانوية,sharqia
حتيفة الزقع,"[[45.815048, 27.873902]]",POINT,أسماء ثانوية,sharqia
حتيفة الزقع,"[[45.812495, 28.049147]]",POINT,أسماء ثانوية,sharqia
حتيفة الهامل,"[[46.491888, 27.616711]]",POINT,أسماء ثانوية,sharqia
حتيفة خباري عون,"[[45.522451, 27.720973]]",POINT,أسماء ثانوية,sharqia
حتيفة خنيفسان,"[[45.546205, 27.274868]]",POINT,أسماء ثانوية,sharqia
حتيفة خنيفسان,"[[45.540433, 27.42902]]",POINT,أسماء ثانوية,sharqia
حتيفة خنيفسان,"[[45.499578, 27.575984]]",POINT,أسماء ثانوية,sharqia
حجرة الخنبش,"[[45.0739, 27.804143]]",POINT,أسماء ثانوية,sharqia
حدبة الجافورة,"[[49.278231, 24.106429]]",POINT,أسماء ثانوية,sharqia
حدبة سرابة,"[[49.792871, 23.87445]]",POINT,أسماء ثانوية,sharqia
حرابه,"[[45.891845, 26.938691]]",POINT,أسماء ثانوية,sharqia
حربات,"[[48.0021, 27.86092]]",POINT,أسماء ثانوية,sharqia
حرج ابو سوادة,"[[48.720675, 24.747112]]",POINT,أسماء ثانوية,sharqia
حرجة ابا الخران,"[[48.681107, 24.850559]]",POINT,أسماء ثانوية,sharqia
حرجة حوجان,"[[48.599052, 24.811077]]",POINT,أسماء ثانوية,sharqia
حرضة,"[[49.780168, 21.652079]]",POINT,أسماء ثانوية,sharqia
حاجز مغطي,"[[46.95267, 27.162366]]",POINT,أسماء ثانوية,sharqia
حاذ ابو الثيران,"[[52.320414, 20.118971]]",POINT,أسماء ثانوية,sharqia
حاذ ابو صريفة,"[[52.668886, 20.803213]]",POINT,أسماء ثانوية,sharqia
حاذ السليم,"[[53.58676, 21.668901]]",POINT,أسماء ثانوية,sharqia
حاذ الشبوك,"[[53.20344, 20.719099]]",POINT,أسماء ثانوية,sharqia
حاذ العترة,"[[49.336939, 19.343405]]",POINT,أسماء ثانوية,sharqia
حاذ الفارس,"[[50.924807, 20.089788]]",POINT,أسماء ثانوية,sharqia
حاذ الفدا,"[[52.590265, 20.230894]]",POINT,أسماء ثانوية,sharqia
حاذ القواره,"[[53.178978, 21.195545]]",POINT,أسماء ثانوية,sharqia
حاذ النواصف,"[[51.388292, 20.721846]]",POINT,أسماء ثانوية,sharqia
حاذ ام قرون,"[[52.76021, 20.668631]]",POINT,أسماء ثانوية,sharqia
حاذ بدع مبارك,"[[51.585703, 19.961729]]",POINT,أسماء ثانوية,sharqia
حاذ بعصوصة,"[[52.519197, 20.337324]]",POINT,أسماء ثانوية,sharqia
حاذ بني زينان,"[[50.000238, 20.166693]]",POINT,أسماء ثانوية,sharqia
حاذ بني مشرع,"[[48.920145, 20.719099]]",POINT,أسماء ثانوية,sharqia
حاذ بيضاء لحي,"[[53.053408, 20.503149]]",POINT,أسماء ثانوية,sharqia
حاذ جشمان,"[[52.75506, 20.185576]]",POINT,أسماء ثانوية,sharqia
حاذ دخينة,"[[52.253809, 20.270033]]",POINT,أسماء ثانوية,sharqia
حاذ عدرج,"[[50.16984, 19.62081]]",POINT,أسماء ثانوية,sharqia
حاذ عسيكره,"[[53.136835, 21.635771]]",POINT,أسماء ثانوية,sharqia
حاذ عنسلة,"[[50.323648, 19.803457]]",POINT,أسماء ثانوية,sharqia
حاذ عنسلة,"[[50.670061, 20.069189]]",POINT,أسماء ثانوية,sharqia
حاذ محفوره,"[[50.334978, 21.688814]]",POINT,أسماء ثانوية,sharqia
حاذ محميد,"[[49.430323, 20.985517]]",POINT,أسماء ثانوية,sharqia
حاذ نعيسين,"[[52.174158, 20.085325]]",POINT,أسماء ثانوية,sharqia
حاذ نيقة,"[[50.935106, 19.971685]]",POINT,أسماء ثانوية,sharqia
جبلية المستور,"[[51.68119, 20.471156]]",POINT,أسماء ثانوية,sharqia
جبلية مشروكة,"[[51.732559, 21.300216]]",POINT,أسماء ثانوية,sharqia
جبيل قرين العشري,"[[49.614601, 26.652403]]",POINT,أسماء ثانوية,sharqia
جبيل قرين العشري,"[[49.614601, 26.652424]]",POINT,أسماء ثانوية,sharqia
جذاب الفري,"[[47.073412, 26.805761]]",POINT,أسماء ثانوية,sharqia
جربة الصقري,"[[47.63526, 26.252754]]",POINT,أسماء ثانوية,sharqia
جربكه,"[[46.250017, 27.283258]]",POINT,أسماء ثانوية,sharqia
جريبيعات,"[[48.050015, 27.349842]]",POINT,أسماء ثانوية,sharqia
جزيرة الحويلات,"[[49.583337, 27.115331]]",POINT,أسماء ثانوية,sharqia
جعف الأحدب,"[[47.776194, 27.807341]]",POINT,أسماء ثانوية,sharqia
جفرة عنز,"[[48.474319, 25.830789]]",POINT,أسماء ثانوية,sharqia
جلاد,"[[47.901034, 27.734191]]",POINT,أسماء ثانوية,sharqia
جندلية الجذماء,"[[47.621698, 25.726354]]",POINT,أسماء ثانوية,sharqia
جندلية العيتيه,"[[48.047247, 25.613852]]",POINT,أسماء ثانوية,sharqia
جندلية جهام,"[[47.522564, 25.793259]]",POINT,أسماء ثانوية,sharqia
جندلية حروري,"[[47.533314, 26.049979]]",POINT,أسماء ثانوية,sharqia
جندلية عمر,"[[47.766666, 25.373998]]",POINT,أسماء ثانوية,sharqia
جنوبي القعاميات,"[[47.666674, 17.999983]]",POINT,أسماء ثانوية,sharqia
جنيح,"[[46.176481, 26.872923]]",POINT,أسماء ثانوية,sharqia
جو أبو ريطي,"[[46.617823, 26.765335]]",POINT,أسماء ثانوية,sharqia
جو ابا الحران,"[[48.747368, 27.624457]]",POINT,أسماء ثانوية,sharqia
جو ابا القبور,"[[46.483433, 27.082307]]",POINT,أسماء ثانوية,sharqia
جو ابرقيه,"[[48.167925, 27.548819]]",POINT,أسماء ثانوية,sharqia
جو ابن جلوي,"[[47.734008, 26.508915]]",POINT,أسماء ثانوية,sharqia
جو ابن رحيمة,"[[46.826026, 26.550372]]",POINT,أسماء ثانوية,sharqia
جو ابو برقه,"[[46.498239, 27.167816]]",POINT,أسماء ثانوية,sharqia
جو ابو جال,"[[46.402731, 26.802177]]",POINT,أسماء ثانوية,sharqia
جو ابو حدرية,"[[46.794741, 27.438505]]",POINT,أسماء ثانوية,sharqia
جو ابو رمل,"[[45.920663, 28.848596]]",POINT,أسماء ثانوية,sharqia
جو ابو ريطي,"[[47.52707, 27.083058]]",POINT,أسماء ثانوية,sharqia
جو ابو زرايب,"[[46.259995, 27.07499]]",POINT,أسماء ثانوية,sharqia
جو ابو سخيل,"[[47.126713, 27.48805]]",POINT,أسماء ثانوية,sharqia
جو ابو سدرة,"[[46.20384, 27.088187]]",POINT,أسماء ثانوية,sharqia
جو ابو شري,"[[46.601429, 27.32229]]",POINT,أسماء ثانوية,sharqia
جو ابو شفلح,"[[47.063563, 27.427604]]",POINT,أسماء ثانوية,sharqia
جو ابو عاذر,"[[47.449007, 25.949965]]",POINT,أسماء ثانوية,sharqia
جو ابو عراص,"[[46.338658, 26.802671]]",POINT,أسماء ثانوية,sharqia
جو ابو عشرة,"[[46.661575, 27.304716]]",POINT,أسماء ثانوية,sharqia
جو ابو علندا,"[[46.250467, 26.942382]]",POINT,أسماء ثانوية,sharqia
جو ابو علنده,"[[47.886057, 27.348747]]",POINT,أسماء ثانوية,sharqia
جو ابو قرو,"[[45.991924, 27.221932]]",POINT,أسماء ثانوية,sharqia
جو ابو قلته,"[[46.68329, 26.841853]]",POINT,أسماء ثانوية,sharqia
جو ابو قليب,"[[46.046019, 27.486677]]",POINT,أسماء ثانوية,sharqia
جو ابو ماكر,"[[46.567547, 26.776857]]",POINT,أسماء ثانوية,sharqia
جو ابو مرزوق,"[[46.333401, 26.999824]]",POINT,أسماء ثانوية,sharqia
جو ابو نبطة,"[[46.106164, 27.114923]]",POINT,أسماء ثانوية,sharqia
جو ال حبيش,"[[47.783747, 26.691477]]",POINT,أسماء ثانوية,sharqia
جو الأرخم,"[[48.542426, 26.265349]]",POINT,أسماء ثانوية,sharqia
جو الأزلع,"[[46.137836, 27.032461]]",POINT,أسماء ثانوية,sharqia
جو الاجواد,"[[46.706121, 26.87228]]",POINT,أسماء ثانوية,sharqia
جو الامغر,"[[47.4542, 25.501199]]",POINT,أسماء ثانوية,sharqia
جو البجادي,"[[45.97832, 27.28667]]",POINT,أسماء ثانوية,sharqia
جو البزم,"[[46.50768, 27.027311]]",POINT,أسماء ثانوية,sharqia
جو الثميله,"[[47.944229, 28.196883]]",POINT,أسماء ثانوية,sharqia
جو الثور,"[[46.34501, 27.440007]]",POINT,أسماء ثانوية,sharqia
جو الثوير,"[[46.43863, 27.382994]]",POINT,أسماء ثانوية,sharqia
جو الجفن,"[[46.55463, 26.977015]]",POINT,أسماء ثانوية,sharqia
جو الحضري,"[[46.653442, 27.583044]]",POINT,أسماء ثانوية,sharqia
جو الحوش,"[[46.552355, 27.574224]]",POINT,أسماء ثانوية,sharqia
جو الذيب,"[[46.394513, 27.020531]]",POINT,أسماء ثانوية,sharqia
جو السبسب,"[[48.400805, 26.314166]]",POINT,أسماء ثانوية,sharqia
جو السبيق,"[[46.456225, 27.22425]]",POINT,أسماء ثانوية,sharqia
جو السبيق,"[[46.546626, 27.156916]]",POINT,أسماء ثانوية,sharqia
جو السبيقين,"[[48.563712, 27.631388]]",POINT,أسماء ثانوية,sharqia
جو السبيه,"[[47.374785, 26.265221]]",POINT,أسماء ثانوية,sharqia
جو الصفي,"[[46.004562, 27.40473]]",POINT,أسماء ثانوية,sharqia
جو الضبعيه,"[[47.375278, 27.443397]]",POINT,أسماء ثانوية,sharqia
جو العرفاء,"[[46.077669, 27.363617]]",POINT,أسماء ثانوية,sharqia
جو العسكر,"[[47.325239, 26.63837]]",POINT,أسماء ثانوية,sharqia
جو العوج,"[[46.075287, 27.462301]]",POINT,أسماء ثانوية,sharqia
جو الغرابي,"[[45.827279, 27.455413]]",POINT,أسماء ثانوية,sharqia
جو الغيران,"[[48.62963, 25.850637]]",POINT,أسماء ثانوية,sharqia
جو القلتة,"[[47.577238, 26.79898]]",POINT,أسماء ثانوية,sharqia
جو اللقاح,"[[48.98499, 26.625817]]",POINT,أسماء ثانوية,sharqia
جو المراع,"[[48.557317, 25.884325]]",POINT,أسماء ثانوية,sharqia
جو المرتكيه,"[[47.974098, 27.96351]]",POINT,أسماء ثانوية,sharqia
جو الملاعبه,"[[48.337612, 27.644756]]",POINT,أسماء ثانوية,sharqia
جو النسوان,"[[48.056517, 28.018398]]",POINT,أسماء ثانوية,sharqia
جو النظيم,"[[46.28083, 26.835179]]",POINT,أسماء ثانوية,sharqia
جو النقيره,"[[47.745874, 28.16107]]",POINT,أسماء ثانوية,sharqia
جو النمله,"[[46.732492, 27.592828]]",POINT,أسماء ثانوية,sharqia
جو النيني,"[[47.719481, 26.829257]]",POINT,أسماء ثانوية,sharqia
جو الهامل,"[[46.441612, 27.637975]]",POINT,أسماء ثانوية,sharqia
جو الهوك,"[[48.63596, 22.104836]]",POINT,أسماء ثانوية,sharqia
جو الوتيد,"[[50.939913, 23.974679]]",POINT,أسماء ثانوية,sharqia
جو الورع,"[[46.627908, 27.331688]]",POINT,أسماء ثانوية,sharqia
جو الوريعه,"[[47.25503, 27.665119]]",POINT,أسماء ثانوية,sharqia
جو ام حصن,"[[46.375501, 27.265835]]",POINT,أسماء ثانوية,sharqia
جو ام ريع,"[[47.624359, 27.223434]]",POINT,أسماء ثانوية,sharqia
جو ام قليب,"[[46.739016, 27.135458]]",POINT,أسماء ثانوية,sharqia
جو برقة,"[[46.550918, 27.173417]]",POINT,أسماء ثانوية,sharqia
جو جروان,"[[50.962508, 23.417873]]",POINT,أسماء ثانوية,sharqia
جو حبيب,"[[48.485069, 27.799358]]",POINT,أسماء ثانوية,sharqia
جو حجري,"[[46.697023, 27.191119]]",POINT,أسماء ثانوية,sharqia
جو حصان,"[[47.263291, 27.150049]]",POINT,أسماء ثانوية,sharqia
جو حصـان,"[[47.862453, 27.619801]]",POINT,أسماء ثانوية,sharqia
جو حيلان,"[[47.682896, 26.73317]]",POINT,أسماء ثانوية,sharqia
جو خباري وضحى,"[[48.045681, 27.959626]]",POINT,أسماء ثانوية,sharqia
جو خرمان,"[[46.558428, 26.759455]]",POINT,أسماء ثانوية,sharqia
جو خزام,"[[46.358335, 27.058339]]",POINT,أسماء ثانوية,sharqia
جو خوزان,"[[48.350015, 28.066592]]",POINT,أسماء ثانوية,sharqia
جو دبلان,"[[47.049165, 27.383337]]",POINT,أسماء ثانوية,sharqia
جو دخان,"[[49.160664, 25.042455]]",POINT,أسماء ثانوية,sharqia
جو دسمان,"[[45.832236, 27.562101]]",POINT,أسماء ثانوية,sharqia
جو دغيم,"[[47.798488, 28.280118]]",POINT,أسماء ثانوية,sharqia
جو زعير,"[[46.727664, 27.41194]]",POINT,أسماء ثانوية,sharqia
جو زعير,"[[51.526802, 23.9591]]",POINT,أسماء ثانوية,sharqia
جو ساقان,"[[46.645009, 26.679997]]",POINT,أسماء ثانوية,sharqia
جو سعدان,"[[46.067498, 27.289503]]",POINT,أسماء ثانوية,sharqia
جو سعيد,"[[46.396036, 27.588172]]",POINT,أسماء ثانوية,sharqia
جو صغيرة,"[[46.42818, 27.441638]]",POINT,أسماء ثانوية,sharqia
جو صفاقة,"[[47.109139, 26.490633]]",POINT,أسماء ثانوية,sharqia
جو صقيه,"[[46.54742, 27.39825]]",POINT,أسماء ثانوية,sharqia
جو طلق,"[[46.838815, 27.187321]]",POINT,أسماء ثانوية,sharqia
جو عسران,"[[50.051222, 23.600907]]",POINT,أسماء ثانوية,sharqia
جو عشري,"[[46.679149, 27.484338]]",POINT,أسماء ثانوية,sharqia
جو عواد,"[[47.037663, 26.652961]]",POINT,أسماء ثانوية,sharqia
جو عوجان,"[[46.107945, 27.178845]]",POINT,أسماء ثانوية,sharqia
جو عوجان,"[[46.76234, 26.762824]]",POINT,أسماء ثانوية,sharqia
جو عويشزان,"[[46.155002, 27.236674]]",POINT,أسماء ثانوية,sharqia
جو غبيشان,"[[45.108683, 27.853324]]",POINT,أسماء ثانوية,sharqia
جو غضية,"[[46.231263, 27.108679]]",POINT,أسماء ثانوية,sharqia
جو غنيم,"[[45.682611, 28.771477]]",POINT,أسماء ثانوية,sharqia
جو فاران,"[[47.845438, 26.621203]]",POINT,أسماء ثانوية,sharqia
جو قرادان,"[[46.109705, 27.309952]]",POINT,أسماء ثانوية,sharqia
جو قرحة,"[[50.435121, 24.733379]]",POINT,أسماء ثانوية,sharqia
جو قصوان,"[[48.094969, 27.467902]]",POINT,أسماء ثانوية,sharqia
جو كاف,"[[46.531541, 27.569032]]",POINT,أسماء ثانوية,sharqia
جو كمعان,"[[47.711563, 26.603909]]",POINT,أسماء ثانوية,sharqia
جو لبن,"[[46.572418, 26.856809]]",POINT,أسماء ثانوية,sharqia
جو مبعر,"[[47.519453, 26.233056]]",POINT,أسماء ثانوية,sharqia
جو مبغر,"[[47.700319, 28.072944]]",POINT,أسماء ثانوية,sharqia
جو مرزوقة,"[[45.888584, 27.741702]]",POINT,أسماء ثانوية,sharqia
جو مرزوقة,"[[46.598125, 26.800869]]",POINT,أسماء ثانوية,sharqia
جو مرزوقه,"[[45.285108, 28.527932]]",POINT,أسماء ثانوية,sharqia
جو مريحة,"[[47.197094, 27.245579]]",POINT,أسماء ثانوية,sharqia
جو مشاش الهادي,"[[48.350229, 26.083238]]",POINT,أسماء ثانوية,sharqia
جو ملقي,"[[48.620017, 27.658596]]",POINT,أسماء ثانوية,sharqia
جو مناخ,"[[46.275916, 27.597442]]",POINT,أسماء ثانوية,sharqia
جو مناخ,"[[48.195155, 27.229764]]",POINT,أسماء ثانوية,sharqia
جو نحيط,"[[46.863256, 27.092199]]",POINT,أسماء ثانوية,sharqia
جو هديبان,"[[45.774772, 27.577465]]",POINT,أسماء ثانوية,sharqia
جو وبرة,"[[47.371159, 27.424793]]",POINT,أسماء ثانوية,sharqia
جو وسيع,"[[50.826831, 23.856447]]",POINT,أسماء ثانوية,sharqia
جو وقيان,"[[46.679556, 27.290919]]",POINT,أسماء ثانوية,sharqia
جوعان,"[[49.961743, 26.710875]]",POINT,أسماء ثانوية,sharqia
جوي صعب,"[[46.187232, 27.115502]]",POINT,أسماء ثانوية,sharqia
جويات السبوق,"[[46.394427, 27.249248]]",POINT,أسماء ثانوية,sharqia
جويات عب زيد,"[[46.081338, 27.448461]]",POINT,أسماء ثانوية,sharqia
جويات عسم,"[[46.787167, 27.187107]]",POINT,أسماء ثانوية,sharqia
بينة,"[[52.388821, 22.86375]]",POINT,أسماء ثانوية,sharqia
تبة بلبل,"[[48.850365, 27.61656]]",POINT,أسماء ثانوية,sharqia
تلعة الفلجه,"[[47.864771, 28.10219]]",POINT,أسماء ثانوية,sharqia
ثروب الدخان,"[[52.679872, 19.843283]]",POINT,أسماء ثانوية,sharqia
ثغب الحيد,"[[49.294624, 24.264679]]",POINT,أسماء ثانوية,sharqia
ثفن الصلب,"[[47.976866, 25.990455]]",POINT,أسماء ثانوية,sharqia
ثفن الصلب,"[[47.950044, 26.049979]]",POINT,أسماء ثانوية,sharqia
ثفن الصلب,"[[48.150115, 25.922842]]",POINT,أسماء ثانوية,sharqia
ثله,"[[45.807989, 28.277221]]",POINT,أسماء ثانوية,sharqia
جال الوتيد,"[[50.79237, 23.972383]]",POINT,أسماء ثانوية,sharqia
جال الوطاة,"[[45.558736, 28.702576]]",POINT,أسماء ثانوية,sharqia
بصيرات,"[[48.644478, 27.012463]]",POINT,أسماء ثانوية,sharqia
بطن التريبي,"[[47.316828, 26.849878]]",POINT,أسماء ثانوية,sharqia
بطن الحقو,"[[47.808917, 26.940944]]",POINT,أسماء ثانوية,sharqia
بطن الخفق,"[[47.302709, 26.916525]]",POINT,أسماء ثانوية,sharqia
بطن صملول,"[[48.263133, 26.500633]]",POINT,أسماء ثانوية,sharqia
بطن مشاش ابن جمعه,"[[48.166637, 26.41654]]",POINT,أسماء ثانوية,sharqia
بعصوصة,"[[50.490418, 23.563099]]",POINT,أسماء ثانوية,sharqia
بقشة الثميلة,"[[48.313236, 25.249672]]",POINT,أسماء ثانوية,sharqia
بلاليات,"[[49.718113, 26.666007]]",POINT,أسماء ثانوية,sharqia
بلق,"[[53.304462, 22.867527]]",POINT,أسماء ثانوية,sharqia
بليدة أبو خرق,"[[47.21956, 26.750743]]",POINT,أسماء ثانوية,sharqia
بني دلهام,"[[47.78615, 18.497114]]",POINT,أسماء ثانوية,sharqia
بني ريمه,"[[48.733335, 26.34985]]",POINT,أسماء ثانوية,sharqia
بنية عيفان,"[[47.185249, 28.600202]]",POINT,أسماء ثانوية,sharqia
بويبة مناخ الشرقية,"[[46.387625, 27.672071]]",POINT,أسماء ثانوية,sharqia
بويبة مناخ الغربية,"[[46.323767, 27.677994]]",POINT,أسماء ثانوية,sharqia
بحار اللبيبه,"[[48.624995, 28.041637]]",POINT,أسماء ثانوية,sharqia
بحرة المعيد,"[[48.316154, 25.207443]]",POINT,أسماء ثانوية,sharqia
بحرة المقارب,"[[48.274183, 26.77557]]",POINT,أسماء ثانوية,sharqia
بحرة ام السباع,"[[47.221749, 27.474639]]",POINT,أسماء ثانوية,sharqia
بحرة ام رجوم,"[[47.802501, 26.826189]]",POINT,أسماء ثانوية,sharqia
بحرة عماش,"[[46.59703, 26.888287]]",POINT,أسماء ثانوية,sharqia
